n,principal_ideal_bitmasks,h_coefficients
5,25;18;28;24;16,1;11;31;31;11;1
5,25;18;29;8;16,1;11;32;32;11;1
5,25;18;29;24;16,1;12;36;36;12;1
5,25;18;29;25;16,1;13;40;40;13;1
5,25;18;30;8;16,1;11;33;33;11;1
5,25;18;30;24;16,1;12;37;37;12;1
5,25;18;31;8;16,1;12;37;37;12;1
5,25;18;31;24;16,1;13;42;42;13;1
5,25;18;31;25;16,1;14;47;47;14;1
5,25;22;4;8;16,1;9;25;25;9;1
5,25;22;4;24;16,1;10;29;29;10;1
5,25;22;4;25;16,1;11;34;34;11;1
5,25;22;20;8;16,1;10;29;29;10;1
5,25;22;20;24;16,1;11;33;33;11;1
5,25;22;20;25;16,1;12;39;39;12;1
5,25;22;22;8;16,1;11;34;34;11;1
5,25;22;22;24;16,1;12;39;39;12;1
5,25;22;22;25;16,1;13;46;46;13;1
5,25;26;4;8;16,1;9;23;23;9;1
5,25;26;4;8;24,1;10;26;26;10;1
5,25;26;4;24;16,1;10;26;26;10;1
5,25;26;4;24;24,1;11;29;29;11;1
5,25;26;12;8;16,1;10;28;28;10;1
5,25;26;12;8;24,1;11;31;31;11;1
5,25;26;20;8;16,1;10;28;28;10;1
5,25;26;20;24;16,1;11;31;31;11;1
5,25;26;28;8;16,1;11;31;31;11;1
5,25;26;28;8;24,1;12;34;34;12;1
5,25;26;28;24;16,1;12;34;34;12;1
5,25;26;28;24;24,1;13;37;37;13;1
5,25;26;29;8;16,1;12;36;36;12;1
5,25;26;29;8;24,1;13;40;40;13;1
5,25;26;29;24;16,1;13;40;40;13;1
5,25;26;29;24;24,1;14;44;44;14;1
5,25;26;30;8;16,1;12;36;36;12;1
5,25;26;30;8;24,1;13;40;40;13;1
5,25;26;30;24;16,1;13;40;40;13;1
5,25;26;30;24;24,1;14;44;44;14;1
5,25;26;31;8;16,1;13;41;41;13;1
5,25;26;31;8;24,1;14;46;46;14;1
5,25;26;31;24;16,1;14;46;46;14;1
5,25;26;31;24;24,1;15;51;51;15;1
5,25;27;4;8;16,1;10;26;26;10;1
5,25;27;4;8;24,1;11;30;30;11;1
5,25;27;4;8;25,1;12;33;33;12;1
5,25;27;4;24;16,1;11;30;30;11;1
5,25;27;4;24;24,1;12;34;34;12;1
5,25;27;4;25;16,1;12;33;33;12;1
5,25;27;4;25;25,1;14;40;40;14;1
5,25;27;12;8;16,1;11;32;32;11;1
5,25;27;12;8;24,1;12;36;36;12;1
5,25;27;12;8;25,1;13;40;40;13;1
5,25;27;20;8;16,1;11;32;32;11;1
5,25;27;20;24;16,1;12;36;36;12;1
5,25;27;20;25;16,1;13;40;40;13;1
5,25;27;28;8;16,1;12;36;36;12;1
5,25;27;28;8;24,1;13;40;40;13;1
5,25;27;28;24;16,1;13;40;40;13;1
5,25;27;28;24;24,1;14;44;44;14;1
5,25;27;29;8;16,1;13;39;39;13;1
5,25;27;29;8;24,1;14;44;44;14;1
5,25;27;29;8;25,1;15;47;47;15;1
5,25;27;29;24;16,1;14;44;44;14;1
5,25;27;29;24;24,1;15;49;49;15;1
5,25;27;29;25;16,1;15;47;47;15;1
5,25;27;29;25;25,1;17;55;55;17;1
5,25;27;31;8;16,1;14;44;44;14;1
5,25;27;31;8;24,1;15;50;50;15;1
5,25;27;31;8;25,1;16;54;54;16;1
5,25;27;31;24;16,1;15;50;50;15;1
5,25;27;31;24;24,1;16;56;56;16;1
5,25;27;31;25;16,1;16;54;54;16;1
5,25;27;31;25;25,1;18;64;64;18;1
5,25;30;4;8;16,1;10;28;28;10;1
5,25;30;4;8;24,1;11;32;32;11;1
5,25;30;4;24;16,1;11;32;32;11;1
5,25;30;4;24;24,1;12;36;36;12;1
5,25;30;12;8;16,1;11;33;33;11;1
5,25;30;12;8;24,1;12;37;37;12;1
5,25;30;20;8;16,1;11;33;33;11;1
5,25;30;20;24;16,1;12;37;37;12;1
5,25;30;28;8;16,1;12;36;36;12;1
5,25;30;28;8;24,1;13;40;40;13;1
5,25;30;28;24;16,1;13;40;40;13;1
5,25;30;28;24;24,1;14;44;44;14;1
5,25;30;30;8;16,1;13;41;41;13;1
5,25;30;30;8;24,1;14;46;46;14;1
5,25;30;30;24;16,1;14;46;46;14;1
5,25;30;30;24;24,1;15;51;51;15;1
5,25;31;4;8;16,1;11;31;31;11;1
5,25;31;4;8;24,1;12;36;36;12;1
5,25;31;4;8;25,1;13;40;40;13;1
5,25;31;4;24;16,1;12;36;36;12;1
5,25;31;4;24;24,1;13;41;41;13;1
5,25;31;4;25;16,1;13;40;40;13;1
5,25;31;4;25;25,1;15;49;49;15;1
5,25;31;12;8;16,1;12;37;37;12;1
5,25;31;12;8;24,1;13;42;42;13;1
5,25;31;12;8;25,1;14;47;47;14;1
5,25;31;20;8;16,1;12;37;37;12;1
5,25;31;20;24;16,1;13;42;42;13;1
5,25;31;20;25;16,1;14;47;47;14;1
5,25;31;28;8;16,1;13;41;41;13;1
5,25;31;28;8;24,1;14;46;46;14;1
5,25;31;28;24;16,1;14;46;46;14;1
5,25;31;28;24;24,1;15;51;51;15;1
5,25;31;29;8;16,1;14;44;44;14;1
5,25;31;29;8;24,1;15;50;50;15;1
5,25;31;29;8;25,1;16;54;54;16;1
5,25;31;29;24;16,1;15;50;50;15;1
5,25;31;29;24;24,1;16;56;56;16;1
5,25;31;29;25;16,1;16;54;54;16;1
5,25;31;29;25;25,1;18;64;64;18;1
5,25;31;31;8;16,1;15;49;49;15;1
5,25;31;31;8;24,1;16;56;56;16;1
5,25;31;31;8;25,1;17;61;61;17;1
5,25;31;31;24;16,1;16;56;56;16;1
5,25;31;31;24;24,1;17;63;63;17;1
5,25;31;31;25;16,1;17;61;61;17;1
5,25;31;31;25;25,1;19;73;73;19;1
5,27;2;4;8;16,1;8;19;19;8;1
5,27;2;4;8;18,1;9;23;23;9;1
5,27;2;4;8;24,1;9;23;23;9;1
5,27;2;4;8;26,1;10;26;26;10;1
5,27;2;4;8;27,1;11;29;29;11;1
5,27;2;4;10;16,1;9;23;23;9;1
5,27;2;4;10;18,1;10;27;27;10;1
5,27;2;4;10;26,1;11;30;30;11;1
5,27;2;4;10;27,1;12;34;34;12;1
5,27;2;4;24;16,1;9;23;23;9;1
5,27;2;4;24;24,1;10;27;27;10;1
5,27;2;4;26;16,1;10;26;26;10;1
5,27;2;4;26;18,1;11;30;30;11;1
5,27;2;4;26;26,1;12;33;33;12;1
5,27;2;4;27;16,1;11;29;29;11;1
5,27;2;4;27;18,1;12;34;34;12;1
5,27;2;4;27;27,1;14;40;40;14;1
5,27;2;6;8;16,1;9;24;24;9;1
5,27;2;6;8;18,1;10;28;28;10;1
5,27;2;6;8;24,1;10;29;29;10;1
5,27;2;6;8;26,1;11;32;32;11;1
5,27;2;6;8;27,1;12;36;36;12;1
5,27;2;6;10;16,1;10;28;28;10;1
5,27;2;6;10;18,1;11;32;32;11;1
5,27;2;6;10;26,1;12;36;36;12;1
5,27;2;6;10;27,1;13;41;41;13;1
5,27;2;6;24;16,1;10;29;29;10;1
5,27;2;6;24;24,1;11;34;34;11;1
5,27;2;6;26;16,1;11;32;32;11;1
5,27;2;6;26;18,1;12;36;36;12;1
5,27;2;6;26;26,1;13;40;40;13;1
5,27;2;6;27;16,1;12;36;36;12;1
5,27;2;6;27;18,1;13;41;41;13;1
5,27;2;6;27;27,1;15;49;49;15;1
5,27;2;12;8;16,1;9;24;24;9;1
5,27;2;12;8;18,1;10;29;29;10;1
5,27;2;12;8;24,1;10;28;28;10;1
5,27;2;12;8;26,1;11;32;32;11;1
5,27;2;12;8;27,1;12;36;36;12;1
5,27;2;14;8;16,1;10;28;28;10;1
5,27;2;14;8;18,1;11;33;33;11;1
5,27;2;14;8;24,1;11;33;33;11;1
5,27;2;14;8;26,1;12;36;36;12;1
5,27;2;14;8;27,1;13;41;41;13;1
5,27;2;14;10;16,1;11;32;32;11;1
5,27;2;14;10;18,1;12;37;37;12;1
5,27;2;14;10;26,1;13;40;40;13;1
5,27;2;14;10;27,1;14;46;46;14;1
5,27;2;20;8;16,1;9;24;24;9;1
5,27;2;20;10;16,1;10;29;29;10;1
5,27;2;20;24;16,1;10;28;28;10;1
5,27;2;20;26;16,1;11;32;32;11;1
5,27;2;20;27;16,1;12;36;36;12;1
5,27;2;22;8;16,1;10;28;28;10;1
5,27;2;22;8;18,1;11;32;32;11;1
5,27;2;22;10;16,1;11;33;33;11;1
5,27;2;22;10;18,1;12;37;37;12;1
5,27;2;22;24;16,1;11;33;33;11;1
5,27;2;22;26;16,1;12;36;36;12;1
5,27;2;22;26;18,1;13;40;40;13;1
5,27;2;22;27;16,1;13;41;41;13;1
5,27;2;22;27;18,1;14;46;46;14;1
5,27;2;28;8;16,1;10;28;28;10;1
5,27;2;28;8;24,1;11;32;32;11;1
5,27;2;28;24;16,1;11;32;32;11;1
5,27;2;28;24;24,1;12;36;36;12;1
5,27;2;30;8;16,1;11;31;31;11;1
5,27;2;30;8;18,1;12;36;36;12;1
5,27;2;30;8;24,1;12;36;36;12;1
5,27;2;30;8;26,1;13;39;39;13;1
5,27;2;30;10;16,1;12;36;36;12;1
5,27;2;30;10;18,1;13;41;41;13;1
5,27;2;30;10;26,1;14;44;44;14;1
5,27;2;30;24;16,1;12;36;36;12;1
5,27;2;30;24;24,1;13;41;41;13;1
5,27;2;30;26;16,1;13;39;39;13;1
5,27;2;30;26;18,1;14;44;44;14;1
5,27;2;30;26;26,1;15;47;47;15;1
5,27;2;31;8;16,1;12;34;34;12;1
5,27;2;31;8;18,1;13;40;40;13;1
5,27;2;31;8;24,1;13;40;40;13;1
5,27;2;31;8;26,1;14;44;44;14;1
5,27;2;31;8;27,1;15;47;47;15;1
5,27;2;31;10;16,1;13;40;40;13;1
5,27;2;31;10;18,1;14;46;46;14;1
5,27;2;31;10;26,1;15;50;50;15;1
5,27;2;31;10;27,1;16;54;54;16;1
5,27;2;31;24;16,1;13;40;40;13;1
5,27;2;31;24;24,1;14;46;46;14;1
5,27;2;31;26;16,1;14;44;44;14;1
5,27;2;31;26;18,1;15;50;50;15;1
5,27;2;31;26;26,1;16;54;54;16;1
5,27;2;31;27;16,1;15;47;47;15;1
5,27;2;31;27;18,1;16;54;54;16;1
5,27;2;31;27;27,1;18;61;61;18;1
5,27;10;4;8;16,1;9;23;23;9;1
5,27;10;4;8;24,1;10;27;27;10;1
5,27;10;4;8;26,1;11;30;30;11;1
5,27;10;4;8;27,1;12;34;34;12;1
5,27;10;4;10;16,1;10;27;27;10;1
5,27;10;4;10;26,1;12;34;34;12;1
5,27;10;4;10;27,1;13;39;39;13;1
5,27;10;12;8;16,1;10;28;28;10;1
5,27;10;12;8;24,1;11;32;32;11;1
5,27;10;12;8;26,1;12;36;36;12;1
5,27;10;12;8;27,1;13;41;41;13;1
5,27;10;14;8;16,1;11;32;32;11;1
5,27;10;14;8;24,1;12;37;37;12;1
5,27;10;14;8;26,1;13;40;40;13;1
5,27;10;14;8;27,1;14;46;46;14;1
5,27;10;14;10;16,1;12;36;36;12;1
5,27;10;14;10;26,1;14;44;44;14;1
5,27;10;14;10;27,1;15;51;51;15;1
5,27;10;20;8;16,1;10;29;29;10;1
5,27;10;20;10;16,1;11;34;34;11;1
5,27;10;28;8;16,1;11;33;33;11;1
5,27;10;28;8;24,1;12;37;37;12;1
5,27;10;30;8;16,1;12;36;36;12;1
5,27;10;30;8;24,1;13;41;41;13;1
5,27;10;30;8;26,1;14;44;44;14;1
5,27;10;30;10;16,1;13;41;41;13;1
5,27;10;30;10;26,1;15;49;49;15;1
5,27;10;31;8;16,1;13;40;40;13;1
5,27;10;31;8;24,1;14;46;46;14;1
5,27;10;31;8;26,1;15;50;50;15;1
5,27;10;31;8;27,1;16;54;54;16;1
5,27;10;31;10;16,1;14;46;46;14;1
5,27;10;31;10;26,1;16;56;56;16;1
5,27;10;31;10;27,1;17;61;61;17;1
5,27;18;4;8;16,1;9;23;23;9;1
5,27;18;4;8;18,1;10;27;27;10;1
5,27;18;4;24;16,1;10;27;27;10;1
5,27;18;4;26;16,1;11;30;30;11;1
5,27;18;4;26;18,1;12;34;34;12;1
5,27;18;4;27;16,1;12;34;34;12;1
5,27;18;4;27;18,1;13;39;39;13;1
5,27;18;12;8;16,1;10;29;29;10;1
5,27;18;12;8;18,1;11;34;34;11;1
5,27;18;20;8;16,1;10;28;28;10;1
5,27;18;20;24;16,1;11;32;32;11;1
5,27;18;20;26;16,1;12;36;36;12;1
5,27;18;20;27;16,1;13;41;41;13;1
5,27;18;22;8;16,1;11;32;32;11;1
5,27;18;22;8;18,1;12;36;36;12;1
5,27;18;22;24;16,1;12;37;37;12;1
5,27;18;22;26;16,1;13;40;40;13;1
5,27;18;22;26;18,1;14;44;44;14;1
5,27;18;22;27;16,1;14;46;46;14;1
5,27;18;22;27;18,1;15;51;51;15;1
5,27;18;28;8;16,1;11;33;33;11;1
5,27;18;28;24;16,1;12;37;37;12;1
5,27;18;30;8;16,1;12;36;36;12;1
5,27;18;30;8;18,1;13;41;41;13;1
5,27;18;30;24;16,1;13;41;41;13;1
5,27;18;30;26;16,1;14;44;44;14;1
5,27;18;30;26;18,1;15;49;49;15;1
5,27;18;31;8;16,1;13;40;40;13;1
5,27;18;31;8;18,1;14;46;46;14;1
5,27;18;31;24;16,1;14;46;46;14;1
5,27;18;31;26;16,1;15;50;50;15;1
5,27;18;31;26;18,1;16;56;56;16;1
5,27;18;31;27;16,1;16;54;54;16;1
5,27;18;31;27;18,1;17;61;61;17;1
5,27;26;4;8;16,1;10;26;26;10;1
5,27;26;4;8;24,1;11;30;30;11;1
5,27;26;4;8;26,1;12;33;33;12;1
5,27;26;4;24;16,1;11;30;30;11;1
5,27;26;4;24;24,1;12;34;34;12;1
5,27;26;4;26;16,1;12;33;33;12;1
5,27;26;4;26;26,1;14;40;40;14;1
5,27;26;12;8;16,1;11;32;32;11;1
5,27;26;12;8;24,1;12;36;36;12;1
5,27;26;12;8;26,1;13;40;40;13;1
5,27;26;20;8;16,1;11;32;32;11;1
5,27;26;20;24;16,1;12;36;36;12;1
5,27;26;20;26;16,1;13;40;40;13;1
5,27;26;28;8;16,1;12;36;36;12;1
5,27;26;28;8;24,1;13;40;40;13;1
5,27;26;28;24;16,1;13;40;40;13;1
5,27;26;28;24;24,1;14;44;44;14;1
5,27;26;30;8;16,1;13;39;39;13;1
5,27;26;30;8;24,1;14;44;44;14;1
5,27;26;30;8;26,1;15;47;47;15;1
5,27;26;30;24;16,1;14;44;44;14;1
5,27;26;30;24;24,1;15;49;49;15;1
5,27;26;30;26;16,1;15;47;47;15;1
5,27;26;30;26;26,1;17;55;55;17;1
5,27;26;31;8;16,1;14;44;44;14;1
5,27;26;31;8;24,1;15;50;50;15;1
5,27;26;31;8;26,1;16;54;54;16;1
5,27;26;31;24;16,1;15;50;50;15;1
5,27;26;31;24;24,1;16;56;56;16;1
5,27;26;31;26;16,1;16;54;54;16;1
5,27;26;31;26;26,1;18;64;64;18;1
5,27;27;4;8;16,1;11;29;29;11;1
5,27;27;4;8;24,1;12;34;34;12;1
5,27;27;4;8;27,1;14;40;40;14;1
5,27;27;4;24;16,1;12;34;34;12;1
5,27;27;4;24;24,1;13;39;39;13;1
5,27;27;4;27;16,1;14;40;40;14;1
5,27;27;4;27;27,1;17;52;52;17;1
5,27;27;12;8;16,1;12;36;36;12;1
5,27;27;12;8;24,1;13;41;41;13;1
5,27;27;12;8;27,1;15;49;49;15;1
5,27;27;20;8;16,1;12;36;36;12;1
5,27;27;20;24;16,1;13;41;41;13;1
5,27;27;20;27;16,1;15;49;49;15;1
5,27;27;28;8;16,1;13;41;41;13;1
5,27;27;28;8;24,1;14;46;46;14;1
5,27;27;28;24;16,1;14;46;46;14;1
5,27;27;28;24;24,1;15;51;51;15;1
5,27;27;31;8;16,1;15;47;47;15;1
5,27;27;31;8;24,1;16;54;54;16;1
5,27;27;31;8;27,1;18;61;61;18;1
5,27;27;31;24;16,1;16;54;54;16;1
5,27;27;31;24;24,1;17;61;61;17;1
5,27;27;31;27;16,1;18;61;61;18;1
5,27;27;31;27;27,1;21;76;76;21;1
5,29;2;4;8;16,1;8;19;19;8;1
5,29;2;4;8;20,1;9;23;23;9;1
5,29;2;4;8;24,1;9;23;23;9;1
5,29;2;4;8;28,1;10;26;26;10;1
5,29;2;4;8;29,1;11;29;29;11;1
5,29;2;4;12;16,1;9;23;23;9;1
5,29;2;4;12;20,1;10;27;27;10;1
5,29;2;4;12;28,1;11;30;30;11;1
5,29;2;4;12;29,1;12;34;34;12;1
5,29;2;4;24;16,1;9;23;23;9;1
5,29;2;4;24;24,1;10;27;27;10;1
5,29;2;4;28;16,1;10;26;26;10;1
5,29;2;4;28;20,1;11;30;30;11;1
5,29;2;4;28;28,1;12;33;33;12;1
5,29;2;4;29;16,1;11;29;29;11;1
5,29;2;4;29;20,1;12;34;34;12;1
5,29;2;4;29;29,1;14;40;40;14;1
5,29;2;12;8;16,1;9;23;23;9;1
5,29;2;12;8;24,1;10;27;27;10;1
5,29;2;12;8;28,1;11;30;30;11;1
5,29;2;12;8;29,1;12;34;34;12;1
5,29;2;12;12;16,1;10;27;27;10;1
5,29;2;12;12;28,1;12;34;34;12;1
5,29;2;12;12;29,1;13;39;39;13;1
5,29;2;20;8;16,1;9;23;23;9;1
5,29;2;20;8;20,1;10;27;27;10;1
5,29;2;20;24;16,1;10;27;27;10;1
5,29;2;20;28;16,1;11;30;30;11;1
5,29;2;20;28;20,1;12;34;34;12;1
5,29;2;20;29;16,1;12;34;34;12;1
5,29;2;20;29;20,1;13;39;39;13;1
5,29;2;28;8;16,1;10;26;26;10;1
5,29;2;28;8;24,1;11;30;30;11;1
5,29;2;28;8;28,1;12;33;33;12;1
5,29;2;28;24;16,1;11;30;30;11;1
5,29;2;28;24;24,1;12;34;34;12;1
5,29;2;28;28;16,1;12;33;33;12;1
5,29;2;28;28;28,1;14;40;40;14;1
5,29;2;29;8;16,1;11;29;29;11;1
5,29;2;29;8;24,1;12;34;34;12;1
5,29;2;29;8;29,1;14;40;40;14;1
5,29;2;29;24;16,1;12;34;34;12;1
5,29;2;29;24;24,1;13;39;39;13;1
5,29;2;29;29;16,1;14;40;40;14;1
5,29;2;29;29;29,1;17;52;52;17;1
5,29;6;4;8;16,1;9;24;24;9;1
5,29;6;4;8;20,1;10;28;28;10;1
5,29;6;4;8;24,1;10;29;29;10;1
5,29;6;4;8;28,1;11;32;32;11;1
5,29;6;4;8;29,1;12;36;36;12;1
5,29;6;4;12;16,1;10;28;28;10;1
5,29;6;4;12;20,1;11;32;32;11;1
5,29;6;4;12;28,1;12;36;36;12;1
5,29;6;4;12;29,1;13;41;41;13;1
5,29;6;4;24;16,1;10;29;29;10;1
5,29;6;4;24;24,1;11;34;34;11;1
5,29;6;4;28;16,1;11;32;32;11;1
5,29;6;4;28;20,1;12;36;36;12;1
5,29;6;4;28;28,1;13;40;40;13;1
5,29;6;4;29;16,1;12;36;36;12;1
5,29;6;4;29;20,1;13;41;41;13;1
5,29;6;4;29;29,1;15;49;49;15;1
5,29;10;4;8;16,1;9;24;24;9;1
5,29;10;4;8;20,1;10;29;29;10;1
5,29;10;4;8;24,1;10;28;28;10;1
5,29;10;4;8;28,1;11;32;32;11;1
5,29;10;4;8;29,1;12;36;36;12;1
5,29;10;12;8;16,1;10;28;28;10;1
5,29;10;12;8;24,1;11;32;32;11;1
5,29;10;12;8;28,1;12;36;36;12;1
5,29;10;12;8;29,1;13;41;41;13;1
5,29;10;20;8;16,1;10;29;29;10;1
5,29;10;20;8;20,1;11;34;34;11;1
5,29;10;28;8;16,1;11;32;32;11;1
5,29;10;28;8;24,1;12;36;36;12;1
5,29;10;28;8;28,1;13;40;40;13;1
5,29;10;29;8;16,1;12;36;36;12;1
5,29;10;29;8;24,1;13;41;41;13;1
5,29;10;29;8;29,1;15;49;49;15;1
5,29;14;4;8;16,1;10;28;28;10;1
5,29;14;4;8;20,1;11;33;33;11;1
5,29;14;4;8;24,1;11;33;33;11;1
5,29;14;4;8;28,1;12;36;36;12;1
5,29;14;4;8;29,1;13;41;41;13;1
5,29;14;4;12;16,1;11;32;32;11;1
5,29;14;4;12;20,1;12;37;37;12;1
5,29;14;4;12;28,1;13;40;40;13;1
5,29;14;4;12;29,1;14;46;46;14;1
5,29;14;12;8;16,1;11;32;32;11;1
5,29;14;12;8;24,1;12;37;37;12;1
5,29;14;12;8;28,1;13;40;40;13;1
5,29;14;12;8;29,1;14;46;46;14;1
5,29;14;12;12;16,1;12;36;36;12;1
5,29;14;12;12;28,1;14;44;44;14;1
5,29;14;12;12;29,1;15;51;51;15;1
5,29;18;4;8;16,1;9;24;24;9;1
5,29;18;4;12;16,1;10;29;29;10;1
5,29;18;4;24;16,1;10;28;28;10;1
5,29;18;4;28;16,1;11;32;32;11;1
5,29;18;4;29;16,1;12;36;36;12;1
5,29;18;12;8;16,1;10;29;29;10;1
5,29;18;12;12;16,1;11;34;34;11;1
5,29;18;20;8;16,1;10;28;28;10;1
5,29;18;20;24;16,1;11;32;32;11;1
5,29;18;20;28;16,1;12;36;36;12;1
5,29;18;20;29;16,1;13;41;41;13;1
5,29;18;28;8;16,1;11;32;32;11;1
5,29;18;28;24;16,1;12;36;36;12;1
5,29;18;28;28;16,1;13;40;40;13;1
5,29;18;29;8;16,1;12;36;36;12;1
5,29;18;29;24;16,1;13;41;41;13;1
5,29;18;29;29;16,1;15;49;49;15;1
5,29;22;4;8;16,1;10;28;28;10;1
5,29;22;4;8;20,1;11;32;32;11;1
5,29;22;4;12;16,1;11;33;33;11;1
5,29;22;4;12;20,1;12;37;37;12;1
5,29;22;4;24;16,1;11;33;33;11;1
5,29;22;4;28;16,1;12;36;36;12;1
5,29;22;4;28;20,1;13;40;40;13;1
5,29;22;4;29;16,1;13;41;41;13;1
5,29;22;4;29;20,1;14;46;46;14;1
5,29;22;20;8;16,1;11;32;32;11;1
5,29;22;20;8;20,1;12;36;36;12;1
5,29;22;20;24;16,1;12;37;37;12;1
5,29;22;20;28;16,1;13;40;40;13;1
5,29;22;20;28;20,1;14;44;44;14;1
5,29;22;20;29;16,1;14;46;46;14;1
5,29;22;20;29;20,1;15;51;51;15;1
5,29;26;4;8;16,1;10;28;28;10;1
5,29;26;4;8;24,1;11;32;32;11;1
5,29;26;4;24;16,1;11;32;32;11;1
5,29;26;4;24;24,1;12;36;36;12;1
5,29;26;12;8;16,1;11;33;33;11;1
5,29;26;12;8;24,1;12;37;37;12;1
5,29;26;20;8;16,1;11;33;33;11;1
5,29;26;20;24;16,1;12;37;37;12;1
5,29;26;28;8;16,1;12;36;36;12;1
5,29;26;28;8;24,1;13;40;40;13;1
5,29;26;28;24;16,1;13;40;40;13;1
5,29;26;28;24;24,1;14;44;44;14;1
5,29;26;29;8;16,1;13;41;41;13;1
5,29;26;29;8;24,1;14;46;46;14;1
5,29;26;29;24;16,1;14;46;46;14;1
5,29;26;29;24;24,1;15;51;51;15;1
5,29;30;4;8;16,1;11;31;31;11;1
5,29;30;4;8;20,1;12;36;36;12;1
5,29;30;4;8;24,1;12;36;36;12;1
5,29;30;4;8;28,1;13;39;39;13;1
5,29;30;4;12;16,1;12;36;36;12;1
5,29;30;4;12;20,1;13;41;41;13;1
5,29;30;4;12;28,1;14;44;44;14;1
5,29;30;4;24;16,1;12;36;36;12;1
5,29;30;4;24;24,1;13;41;41;13;1
5,29;30;4;28;16,1;13;39;39;13;1
5,29;30;4;28;20,1;14;44;44;14;1
5,29;30;4;28;28,1;15;47;47;15;1
5,29;30;12;8;16,1;12;36;36;12;1
5,29;30;12;8;24,1;13;41;41;13;1
5,29;30;12;8;28,1;14;44;44;14;1
5,29;30;12;12;16,1;13;41;41;13;1
5,29;30;12;12;28,1;15;49;49;15;1
5,29;30;20;8;16,1;12;36;36;12;1
5,29;30;20;8;20,1;13;41;41;13;1
5,29;30;20;24;16,1;13;41;41;13;1
5,29;30;20;28;16,1;14;44;44;14;1
5,29;30;20;28;20,1;15;49;49;15;1
5,29;30;28;8;16,1;13;39;39;13;1
5,29;30;28;8;24,1;14;44;44;14;1
5,29;30;28;8;28,1;15;47;47;15;1
5,29;30;28;24;16,1;14;44;44;14;1
5,29;30;28;24;24,1;15;49;49;15;1
5,29;30;28;28;16,1;15;47;47;15;1
5,29;30;28;28;28,1;17;55;55;17;1
5,29;31;4;8;16,1;12;34;34;12;1
5,29;31;4;8;20,1;13;40;40;13;1
5,29;31;4;8;24,1;13;40;40;13;1
5,29;31;4;8;28,1;14;44;44;14;1
5,29;31;4;8;29,1;15;47;47;15;1
5,29;31;4;12;16,1;13;40;40;13;1
5,29;31;4;12;20,1;14;46;46;14;1
5,29;31;4;12;28,1;15;50;50;15;1
5,29;31;4;12;29,1;16;54;54;16;1
5,29;31;4;24;16,1;13;40;40;13;1
5,29;31;4;24;24,1;14;46;46;14;1
5,29;31;4;28;16,1;14;44;44;14;1
5,29;31;4;28;20,1;15;50;50;15;1
5,29;31;4;28;28,1;16;54;54;16;1
5,29;31;4;29;16,1;15;47;47;15;1
5,29;31;4;29;20,1;16;54;54;16;1
5,29;31;4;29;29,1;18;61;61;18;1
5,29;31;12;8;16,1;13;40;40;13;1
5,29;31;12;8;24,1;14;46;46;14;1
5,29;31;12;8;28,1;15;50;50;15;1
5,29;31;12;8;29,1;16;54;54;16;1
5,29;31;12;12;16,1;14;46;46;14;1
5,29;31;12;12;28,1;16;56;56;16;1
5,29;31;12;12;29,1;17;61;61;17;1
5,29;31;20;8;16,1;13;40;40;13;1
5,29;31;20;8;20,1;14;46;46;14;1
5,29;31;20;24;16,1;14;46;46;14;1
5,29;31;20;28;16,1;15;50;50;15;1
5,29;31;20;28;20,1;16;56;56;16;1
5,29;31;20;29;16,1;16;54;54;16;1
5,29;31;20;29;20,1;17;61;61;17;1
5,29;31;28;8;16,1;14;44;44;14;1
5,29;31;28;8;24,1;15;50;50;15;1
5,29;31;28;8;28,1;16;54;54;16;1
5,29;31;28;24;16,1;15;50;50;15;1
5,29;31;28;24;24,1;16;56;56;16;1
5,29;31;28;28;16,1;16;54;54;16;1
5,29;31;28;28;28,1;18;64;64;18;1
5,29;31;29;8;16,1;15;47;47;15;1
5,29;31;29;8;24,1;16;54;54;16;1
5,29;31;29;8;29,1;18;61;61;18;1
5,29;31;29;24;16,1;16;54;54;16;1
5,29;31;29;24;24,1;17;61;61;17;1
5,29;31;29;29;16,1;18;61;61;18;1
5,29;31;29;29;29,1;21;76;76;21;1
5,31;2;4;8;16,1;9;22;22;9;1
5,31;2;4;8;18,1;10;27;27;10;1
5,31;2;4;8;20,1;10;27;27;10;1
5,31;2;4;8;22,1;11;31;31;11;1
5,31;2;4;8;24,1;10;27;27;10;1
5,31;2;4;8;26,1;11;31;31;11;1
5,31;2;4;8;28,1;11;31;31;11;1
5,31;2;4;8;30,1;12;34;34;12;1
5,31;2;4;8;31,1;13;37;37;13;1
5,31;2;4;10;16,1;10;27;27;10;1
5,31;2;4;10;18,1;11;32;32;11;1
5,31;2;4;10;20,1;11;33;33;11;1
5,31;2;4;10;22,1;12;37;37;12;1
5,31;2;4;10;26,1;12;36;36;12;1
5,31;2;4;10;30,1;13;40;40;13;1
5,31;2;4;10;31,1;14;44;44;14;1
5,31;2;4;12;16,1;10;27;27;10;1
5,31;2;4;12;18,1;11;33;33;11;1
5,31;2;4;12;20,1;11;32;32;11;1
5,31;2;4;12;22,1;12;37;37;12;1
5,31;2;4;12;28,1;12;36;36;12;1
5,31;2;4;12;30,1;13;40;40;13;1
5,31;2;4;12;31,1;14;44;44;14;1
5,31;2;4;14;16,1;11;31;31;11;1
5,31;2;4;14;18,1;12;37;37;12;1
5,31;2;4;14;20,1;12;37;37;12;1
